poll_info,year,state,Trump,Clinton,Other,Undecided,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,Johnson,McMullin,days_to_election,poll_key
2016-ohio-president-trump-vs-clinton,2016,ohio,46,41,4,1,25494,CNN,2016-09-07,2016-09-12,Likely Voters,769,Live Phone,Nonpartisan,None,8,NA,57,2016_25494_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,39,46,4,4,25449,CBS/YouGov,2016-09-07,2016-09-09,Likely Voters,994,Internet,Nonpartisan,None,7,NA,60,2016_25449_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,46,45,3,6,25427,Quinnipiac,2016-08-29,2016-09-07,Likely Voters,775,Live Phone,Nonpartisan,None,NA,NA,62,2016_25427_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,46,43,NA,11,25354,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,2543,Internet,Nonpartisan,None,NA,NA,68,2016_25354_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,42,46,NA,12,25315,PPP (D-NELP),2016-08-26,2016-08-27,Likely Voters,1134,IVR/Online,Sponsor,Dem,NA,NA,73,2016_25315_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,39,43,0,8,25232,Monmouth University,2016-08-18,2016-08-21,Likely Voters,402,Live Phone,Nonpartisan,None,10,NA,79,2016_25232_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,40,46,4,4,25219,CBS/YouGov,2016-08-17,2016-08-19,Likely Voters,997,Internet,Nonpartisan,None,6,NA,81,2016_25219_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,38,43,10,9,25105,NBC/WSJ/Marist,2016-08-03,2016-08-07,Registered Voters,889,Live Phone,Nonpartisan,None,NA,NA,93,2016_25105_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,45,49,2,4,25102,Quinnipiac,2016-07-30,2016-08-07,Likely Voters,812,Live Phone,Nonpartisan,None,NA,NA,93,2016_25102_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,42,39,2,10,24961,PPP (D),2016-07-22,2016-07-24,Likely Voters,1334,IVR/Online,Pollster,Dem,6,NA,107,2016_24961_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,44,44,NA,12,24948,Suffolk,2016-07-18,2016-07-20,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA,111,2016_24948_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,40,44,11,5,24910,CBS/YouGov,2016-07-13,2016-07-15,Likely Voters,1104,Internet,Nonpartisan,None,NA,NA,116,2016_24910_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,41,41,4,14,24870,Quinnipiac,2016-06-30,2016-07-11,Registered Voters,955,Live Phone,Nonpartisan,None,NA,NA,120,2016_24870_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,39,39,11,10,24876,NBC/WSJ/Marist,2016-07-05,2016-07-10,Registered Voters,848,Live Phone,Nonpartisan,None,NA,NA,121,2016_24876_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,47,46,7,NA,24940,Gravis Marketing/OANN,2016-06-27,2016-06-28,Registered Voters,1270,Automated Phone,Nonpartisan,None,NA,NA,133,2016_24940_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,38,41,9,11,24973,RABA Research,2016-06-22,2016-06-28,Likely Voters,599,Live Phone,Nonpartisan,None,NA,NA,133,2016_24973_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,40,44,NA,16,24788,PPP (D-Americans United for Change/Constitutional Responsibility Project),2016-06-22,2016-06-23,Likely Voters,708,IVR/Online,Sponsor,Dem,NA,NA,138,2016_24788_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,48,47,3,2,24847,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-06-11,2016-06-20,Likely Voters,300,Live Phone,Sponsor,Dem,NA,NA,141,2016_24847_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,40,40,6,14,24721,Quinnipiac,2016-06-08,2016-06-19,Registered Voters,971,Live Phone,Nonpartisan,None,NA,NA,142,2016_24721_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,39,45,NA,16,24556,Zogby (Internet),2016-05-18,2016-05-22,Likely Voters,679,Internet,Nonpartisan,None,NA,NA,170,2016_24556_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,39,44,NA,17,24530,CBS/YouGov,2016-05-16,2016-05-19,Likely Voters,992,Internet,Nonpartisan,None,NA,NA,173,2016_24530_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,43,39,3,14,24464,Quinnipiac,2016-04-27,2016-05-08,Registered Voters,1042,Live Phone,Nonpartisan,None,NA,NA,184,2016_24464_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,42,45,NA,14,24417,PPP (D),2016-04-26,2016-04-27,Registered Voters,799,IVR/Online,Pollster,Dem,NA,NA,195,2016_24417_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,42,48,NA,10,24059,NBC/WSJ/Marist,2016-03-04,2016-03-10,Registered Voters,2052,Live Phone,Nonpartisan,None,NA,NA,243,2016_24059_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,40,45,NA,15,24043,PPP (D),2016-03-04,2016-03-06,Likely Voters,1248,Automated Phone,Pollster,Dem,NA,NA,247,2016_24043_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,43,50,6,0,24022,CNN,2016-03-02,2016-03-06,Registered Voters,884,Live Phone,Nonpartisan,None,NA,NA,247,2016_24022_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,44,42,2,12,23851,Quinnipiac,2016-02-16,2016-02-20,Registered Voters,1539,Live Phone,Nonpartisan,None,NA,NA,262,2016_23851_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,39,37,20,4,23879,Baldwin Wallace University,2016-02-11,2016-02-20,Likely Voters,825,Internet,Nonpartisan,None,NA,NA,262,2016_23879_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,42,43,3,12,22861,Quinnipiac,2015-09-25,2015-10-05,Registered Voters,1180,Live Phone,Nonpartisan,None,NA,NA,400,2016_22861_ohio
2016-ohio-president-trump-vs-clinton,2016,ohio,38,43,4,16,22583,Quinnipiac,2015-08-07,2015-08-18,Registered Voters,1096,Live Phone,Nonpartisan,None,NA,NA,448,2016_22583_ohio
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,46,3,3,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,2845,Internet,Nonpartisan,None,6,NA,1,2016_26807_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,47,48,5,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,390,Internet,Nonpartisan,None,NA,NA,2,2016_26793_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,45,48,NA,7,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,955,Internet,Nonpartisan,None,NA,NA,2,2016_26806_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,45,4,4,26802,CBS/YouGov,2016-11-03,2016-11-05,Likely Voters,931,Internet,Nonpartisan,None,4,NA,3,2016_26802_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,48,7,3,26745,Muhlenberg/Morning Call,2016-10-30,2016-11-04,Likely Voters,405,Live Phone,Nonpartisan,None,NA,NA,4,2016_26745_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,45,46,2,3,26764,Remington Research Group (R)/Axiom Strategies,2016-11-01,2016-11-02,Likely Voters,2683,IVR/Live Phone,Sponsor,Rep,4,NA,6,2016_26764_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,45,47,4,3,26736,Gravis Marketing/Breitbart,2016-11-01,2016-11-02,Registered Voters,1016,IVR/Online,Nonpartisan,None,2,NA,6,2016_26736_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,44,48,NA,8,26701,PPP (D-Center for American Progress Action Fund),2016-10-31,2016-11-01,Likely Voters,1050,IVR/Online,Sponsor,Dem,NA,NA,7,2016_26701_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,45,3,6,26623,Susquehanna (R)/ABC27 News,2016-10-31,2016-11-01,Likely Voters,681,IVR/Live Phone,Pollster,Rep,2,NA,7,2016_26623_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,44,48,2,3,26625,Monmouth University,2016-10-29,2016-11-01,Likely Voters,403,Live Phone,Nonpartisan,None,3,NA,7,2016_26625_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,48,3,2,26630,Quinnipiac,2016-10-27,2016-11-01,Likely Voters,612,Live Phone,Nonpartisan,None,3,NA,7,2016_26630_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,44,48,2,1,26624,CNN,2016-10-27,2016-11-01,Likely Voters,799,Live Phone,Nonpartisan,None,4,NA,7,2016_26624_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,49,2,2,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,2255,Internet,Nonpartisan,None,6,NA,8,2016_26596_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,45,1,6,26564,Remington Research Group (R)/Axiom Strategies,2016-10-30,2016-10-30,Likely Voters,1249,IVR/Live Phone,Sponsor,Rep,3,NA,9,2016_26564_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,38,49,2,7,26588,Franklin and Marshall College,2016-10-26,2016-10-30,Likely Voters,652,Live Phone/Online,Nonpartisan,None,4,NA,9,2016_26588_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,46,50,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,366,Internet,Nonpartisan,None,NA,NA,10,2016_26592_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,48,5,2,26547,CBS/YouGov,2016-10-26,2016-10-28,Likely Voters,1091,Internet,Nonpartisan,None,5,NA,11,2016_26547_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,46,9,3,26539,Muhlenberg/Morning Call,2016-10-20,2016-10-26,Likely Voters,420,Live Phone,Nonpartisan,None,NA,NA,13,2016_26539_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,39,46,4,6,26489,NYT Upshot/Siena,2016-10-23,2016-10-25,Likely Voters,824,Live Phone,Nonpartisan,None,6,NA,14,2016_26489_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,48,3,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,2131,Internet,Nonpartisan,None,6,NA,15,2016_26441_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,45,1,7,26424,Remington Research Group (R)/Axiom Strategies,2016-10-20,2016-10-22,Likely Voters,1997,IVR/Live Phone,Sponsor,Rep,5,NA,17,2016_26424_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,39,45,7,9,26659,Ipsos/Reuters,2016-10-06,2016-10-17,Likely Voters,1467,Internet,Nonpartisan,None,NA,NA,22,2016_26659_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,47,2,4,26217,Quinnipiac,2016-10-10,2016-10-16,Likely Voters,660,Live Phone,Nonpartisan,None,6,NA,23,2016_26217_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,51,NA,7,26248,WashPost/SurveyMonkey,2016-10-08,2016-10-16,Likely Voters,1449,Internet,Nonpartisan,None,NA,NA,23,2016_26248_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,46,NA,12,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,2271,Internet,Nonpartisan,None,NA,NA,26,2016_26344_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,51,3,4,26152,Bloomberg/Selzer,2016-10-07,2016-10-11,Likely Voters,806,Live Phone,Nonpartisan,None,NA,NA,28,2016_26152_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,38,47,2,7,26226,Lucid/The Times-Picayune,2016-10-07,2016-10-10,Likely Voters,1457,Internet,Nonpartisan,None,7,NA,29,2016_26226_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,44,3,8,26085,Susquehanna (R)/ABC27 News,2016-10-04,2016-10-09,Likely Voters,764,IVR/Live Phone,Pollster,Rep,4,NA,30,2016_26085_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,48,3,4,26015,CBS/YouGov,2016-10-05,2016-10-07,Likely Voters,997,Internet,Nonpartisan,None,4,NA,32,2016_26015_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,39,51,7,3,26012,NBC/WSJ/Marist,2016-10-03,2016-10-06,Likely Voters,709,Live Phone,Nonpartisan,None,NA,NA,33,2016_26012_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,49,NA,8,26129,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,890,Internet,Nonpartisan,None,NA,NA,33,2016_26129_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,50,3,2,25951,Monmouth University,2016-09-30,2016-10-03,Likely Voters,402,Live Phone,Nonpartisan,None,5,NA,36,2016_25951_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,36,48,9,7,25896,Franklin and Marshall College,2016-09-28,2016-10-02,Registered Voters,813,Live Phone/Online,Nonpartisan,None,NA,NA,37,2016_25896_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,45,3,6,25845,Quinnipiac,2016-09-27,2016-10-02,Likely Voters,535,Live Phone,Nonpartisan,None,5,NA,37,2016_25845_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,39,45,2,8,25798,PPP (D-Vote Vets Action Fund),2016-09-27,2016-09-28,Likely Voters,886,IVR/Online,Pollster,Dem,6,NA,41,2016_25798_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,44,45,3,1,25652,CNN,2016-09-20,2016-09-25,Likely Voters,771,Live Phone,Nonpartisan,None,6,NA,44,2016_25652_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,44,11,4,25642,Muhlenberg/Morning Call,2016-09-19,2016-09-23,Likely Voters,486,Live Phone,Nonpartisan,None,NA,NA,46,2016_25642_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,42,3,11,25723,Mercyhurst University,2016-09-12,2016-09-23,Registered Voters,420,Live Phone,Nonpartisan,None,4,NA,46,2016_25723_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,38,46,3,4,25640,GQR (D-Democracy Corps/WVWV),2016-09-10,2016-09-19,Likely Voters,400,Live Phone,Sponsor,Dem,8,NA,50,2016_25640_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,38,47,11,4,25518,Muhlenberg/Morning Call,2016-09-12,2016-09-16,Likely Voters,405,Live Phone,Nonpartisan,None,NA,NA,53,2016_25518_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,44,46,NA,10,25568,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,776,Internet,Nonpartisan,None,NA,NA,54,2016_25568_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,48,3,5,25429,Quinnipiac,2016-08-29,2016-09-07,Likely Voters,778,Live Phone,Nonpartisan,None,NA,NA,62,2016_25429_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,37,45,5,6,25337,CBS/YouGov,2016-08-30,2016-09-02,Likely Voters,1091,Internet,Nonpartisan,None,6,NA,67,2016_25337_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,47,NA,10,25387,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,2861,Internet,Nonpartisan,None,NA,NA,68,2016_25387_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,47,NA,11,25414,PPP (D- Constitutional Responsibility Project),2016-08-30,2016-08-31,Likely Voters,814,IVR/Online,Sponsor,Dem,NA,NA,69,2016_25414_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,48,2,4,25294,Monmouth University,2016-08-26,2016-08-29,Likely Voters,402,Live Phone,Nonpartisan,None,6,NA,71,2016_25294_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,47,6,7,25308,Franklin and Marshall College,2016-08-25,2016-08-29,Likely Voters,496,Live Phone/Online,Nonpartisan,None,NA,NA,71,2016_25308_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,48,NA,9,25313,PPP (D-NELP),2016-08-26,2016-08-27,Likely Voters,1194,IVR/Online,Sponsor,Dem,NA,NA,73,2016_25313_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,37,48,9,6,25106,NBC/WSJ/Marist,2016-08-03,2016-08-07,Registered Voters,834,Live Phone,Nonpartisan,None,NA,NA,93,2016_25106_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,52,1,5,25103,Quinnipiac,2016-07-30,2016-08-07,Likely Voters,815,Live Phone,Nonpartisan,None,NA,NA,93,2016_25103_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,37,47,8,8,25093,Susquehanna (R)/ABC27 News,2016-07-31,2016-08-04,Likely Voters,772,IVR/Live Phone,Pollster,Rep,NA,NA,96,2016_25093_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,38,49,6,8,25058,Franklin and Marshall College,2016-07-29,2016-08-01,Likely Voters,389,Live Phone/Online,Nonpartisan,None,NA,NA,99,2016_25058_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,45,2,8,25034,PPP (D),2016-07-29,2016-07-31,Likely Voters,1505,IVR/Online,Pollster,Dem,4,NA,100,2016_25034_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,50,NA,9,24983,Suffolk,2016-07-25,2016-07-27,Likely Voters,500,Live Phone,Nonpartisan,None,NA,NA,104,2016_24983_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,43,41,4,13,24871,Quinnipiac,2016-06-30,2016-07-11,Registered Voters,982,Live Phone,Nonpartisan,None,NA,NA,120,2016_24871_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,36,45,13,6,24878,NBC/WSJ/Marist,2016-07-05,2016-07-10,Registered Voters,829,Live Phone,Nonpartisan,None,NA,NA,121,2016_24878_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,47,48,5,NA,24941,Gravis Marketing/OANN,2016-06-27,2016-06-28,Registered Voters,1958,Automated Phone,Nonpartisan,None,NA,NA,133,2016_24941_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,46,NA,11,24789,PPP (D-Americans United for Change/Constitutional Responsibility Project),2016-06-22,2016-06-23,Likely Voters,980,IVR/Online,Sponsor,Dem,NA,NA,138,2016_24789_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,39,49,8,5,24848,GQR (D-Democracy Corps/Women's Voices Women Vote),2016-06-11,2016-06-20,Likely Voters,300,Live Phone,Sponsor,Dem,NA,NA,141,2016_24848_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,41,42,3,14,24722,Quinnipiac,2016-06-08,2016-06-19,Registered Voters,950,Live Phone,Nonpartisan,None,NA,NA,142,2016_24722_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,41,3,11,24641,PPP (D),2016-06-03,2016-06-05,Likely Voters,1106,IVR/Online,Pollster,Dem,6,NA,156,2016_24641_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,43,2,12,24465,Quinnipiac,2016-04-27,2016-05-08,Registered Voters,1077,Live Phone,Nonpartisan,None,NA,NA,184,2016_24465_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,39,54,NA,7,24335,NBC/WSJ/Marist,2016-04-18,2016-04-20,Registered Voters,2606,Live Phone,Nonpartisan,None,NA,NA,202,2016_24335_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,44,44,2,9,24240,Fox News,2016-04-04,2016-04-07,Likely Voters,1607,Live Phone,Nonpartisan,None,NA,NA,215,2016_24240_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,45,3,10,24216,Quinnipiac,2016-03-30,2016-04-04,Likely Voters,1737,Live Phone,Nonpartisan,None,NA,NA,218,2016_24216_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,33,46,11,10,24143,Franklin and Marshall College,2016-03-14,2016-03-20,Registered Voters,828,Live Phone/Online,Nonpartisan,None,NA,NA,233,2016_24143_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,35,43,4,19,24092,Mercyhurst University,2016-03-01,2016-03-11,Registered Voters,421,Live Phone,Nonpartisan,None,NA,NA,242,2016_24092_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,45,NA,15,24028,Harper (R),2016-03-01,2016-03-02,Likely Voters,662,Automated Phone,Pollster,Rep,NA,NA,251,2016_24028_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,45,43,NA,13,22927,PPP (D),2015-10-08,2015-10-11,Likely Voters,1012,IVR/Online,Pollster,Dem,NA,NA,394,2016_22927_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,42,44,3,10,22862,Quinnipiac,2015-09-25,2015-10-05,Registered Voters,1049,Live Phone,Nonpartisan,None,NA,NA,400,2016_22862_pennsylvania
2016-pennsylvania-president-trump-vs-clinton,2016,pennsylvania,40,45,4,12,22584,Quinnipiac,2015-08-07,2015-08-18,Registered Voters,1085,Live Phone,Nonpartisan,None,NA,NA,448,2016_22584_pennsylvania
2016-new-york-president-trump-vs-clinton,2016,new-york,32,57,9,2,26807,SurveyMonkey,2016-11-01,2016-11-07,Likely Voters,2208,Internet,Nonpartisan,None,NA,NA,1,2016_26807_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,38,59,4,NA,26793,UPI/CVOTER,2016-10-30,2016-11-06,Likely Voters,458,Internet,Nonpartisan,None,NA,NA,2,2016_26793_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,33,51,NA,16,26806,Ipsos/Reuters,2016-10-17,2016-11-06,Likely Voters,1383,Internet,Nonpartisan,None,NA,NA,2,2016_26806_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,34,51,8,7,26748,Siena,2016-11-03,2016-11-04,Likely Voters,617,Live Phone,Nonpartisan,None,NA,NA,4,2016_26748_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,33,56,10,1,26596,SurveyMonkey,2016-10-25,2016-10-31,Likely Voters,1734,Internet,Nonpartisan,None,NA,NA,8,2016_26596_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,38,58,4,NA,26592,UPI/CVOTER,2016-10-23,2016-10-29,Likely Voters,403,Internet,Nonpartisan,None,NA,NA,10,2016_26592_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,31,58,9,2,26441,SurveyMonkey,2016-10-18,2016-10-24,Likely Voters,1169,Internet,Nonpartisan,None,NA,NA,15,2016_26441_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,30,54,10,6,26262,Siena,2016-10-13,2016-10-17,Likely Voters,611,Live Phone,Nonpartisan,None,NA,NA,22,2016_26262_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,27,53,NA,20,26344,Ipsos/Reuters,2016-09-23,2016-10-13,Likely Voters,986,Internet,Nonpartisan,None,NA,NA,26,2016_26344_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,31,55,NA,14,26124,Ipsos/Reuters,2016-09-16,2016-10-06,Likely Voters,1437,Internet,Nonpartisan,None,NA,NA,33,2016_26124_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,33,57,8,2,25720,NBC/WSJ/Marist,2016-09-21,2016-09-23,Likely Voters,676,Live Phone,Nonpartisan,None,NA,NA,46,2016_25720_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,30,51,12,7,25534,Siena,2016-09-11,2016-09-15,Likely Voters,600,Live Phone,Nonpartisan,None,NA,NA,54,2016_25534_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,30,53,NA,17,25562,Ipsos/Reuters,2016-08-26,2016-09-15,Likely Voters,1089,Internet,Nonpartisan,None,NA,NA,54,2016_25562_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,35,57,NA,9,25382,WashPost/SurveyMonkey,2016-08-09,2016-09-01,Registered Voters,1405,Internet,Nonpartisan,None,NA,NA,68,2016_25382_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,27,57,3,13,25159,Siena,2016-08-07,2016-08-10,Registered Voters,717,Live Phone,Nonpartisan,None,NA,NA,90,2016_25159_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,36,53,10,NA,25133,Gravis Marketing,2016-08-04,2016-08-08,Registered Voters,1717,IVR/Online,Nonpartisan,None,NA,NA,92,2016_25133_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,35,47,3,14,24930,Quinnipiac,2016-07-13,2016-07-17,Registered Voters,1104,Live Phone,Nonpartisan,None,NA,NA,114,2016_24930_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,31,54,NA,16,24809,Siena,2016-06-22,2016-06-28,Registered Voters,803,Live Phone,Nonpartisan,None,NA,NA,133,2016_24809_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,31,52,NA,17,24585,Siena,2016-05-22,2016-05-26,Registered Voters,825,Live Phone,Nonpartisan,None,NA,NA,166,2016_24585_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,30,56,NA,15,24430,Siena,2016-04-24,2016-04-27,Registered Voters,802,Live Phone,Nonpartisan,None,NA,NA,195,2016_24430_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,36,55,NA,9,24294,Emerson College Polling Society,2016-04-15,2016-04-17,Likely Voters,1047,Automated Phone,Nonpartisan,None,NA,NA,205,2016_24294_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,35,55,NA,10,24259,PPP (D),2016-04-07,2016-04-10,Likely Voters,1403,IVR/Online,Pollster,Dem,NA,NA,212,2016_24259_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,32,61,NA,7,24249,NBC/WSJ/Marist,2016-04-06,2016-04-10,Registered Voters,1987,Live Phone,Nonpartisan,None,NA,NA,212,2016_24249_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,35,51,NA,14,24253,Baruch College/New York 1,2016-04-05,2016-04-10,Registered Voters,1306,Live Phone,Nonpartisan,None,NA,NA,212,2016_24253_new-york
2016-new-york-president-trump-vs-clinton,2016,new-york,36,54,NA,10,24235,Emerson College Polling Society,2016-04-06,2016-04-07,Likely Voters,864,Automated Phone,Nonpartisan,None,NA,NA,215,2016_24235_new-york
