poll_info,year,state,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation,days_to_election,poll_key
2012-wisconsin-president-romney-vs-obama,2012,wisconsin,48,40,NA,NA,12632,Marquette Law School,2012-01-19,2012-01-22,Registered Voters,701,Live Phone,Nonpartisan,None,289,2012_12632_wisconsin
2012-virginia-president-romney-vs-obama,2012,virginia,48,46,5,2,16664,Ipsos/Reuters (Web),2012-11-03,2012-11-05,Likely Voters,828,Internet,Nonpartisan,None,1,2012_16664_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,50,1,1,16620,Rasmussen,2012-11-04,2012-11-04,Likely Voters,750,Automated Phone,Nonpartisan,None,2,2012_16620_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,47,1,NA,16608,PPP (D),2012-11-03,2012-11-04,Likely Voters,975,Automated Phone,Pollster,Dem,2,2012_16608_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,52,44,4,NA,16653,JZ Analytics/Newsmax,2012-11-02,2012-11-04,Likely Voters,814,Internet,Sponsor,Rep,2,2012_16653_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,46,5,2,16578,YouGov,2012-10-31,2012-11-03,Likely Voters,1497,Internet,Nonpartisan,None,3,2012_16578_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,47,3,1,16614,NBC/WSJ/Marist,2012-11-01,2012-11-02,Likely Voters,1165,Live Phone,Nonpartisan,None,4,2012_16614_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,45,2,5,16478,Ipsos/Reuters (Web),2012-10-31,2012-11-02,Likely Voters,1065,Internet,Nonpartisan,None,4,2012_16478_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,45,4,1,16642,Mellman (D-Americans United for Change),2012-10-30,2012-11-02,Likely Voters,800,Live Phone,Sponsor,Dem,4,2012_16642_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,48,NA,4,16474,We Ask America,2012-10-30,2012-11-01,Likely Voters,1069,Automated Phone,Nonpartisan,None,5,2012_16474_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,46,4,NA,16391,PPP (D-Health Care for America Now),2012-10-30,2012-10-31,Likely Voters,600,Automated Phone,Sponsor,Dem,6,2012_16391_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,48,3,1,16603,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,2012-10-30,Likely Voters,1000,Automated Phone,Sponsor,Rep,7,2012_16603_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,48,6,NA,16403,JZ Analytics/Newsmax,2012-10-28,2012-10-30,Likely Voters,800,Internet,Sponsor,Rep,7,2012_16403_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,47,3,1,16351,Quinnipiac/NYT/CBS,2012-10-23,2012-10-28,Likely Voters,1074,Live Phone,Nonpartisan,None,9,2012_16351_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,46,NA,NA,16264,Garin-Hart-Yang (D-Priorities USA Action),2012-10-25,2012-10-27,Likely Voters,807,Live Phone,Sponsor,Dem,10,2012_16264_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,48,4,NA,16292,Gravis Marketing,2012-10-26,2012-10-26,Likely Voters,645,Automated Phone,Nonpartisan,None,11,2012_16292_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,44,50,3,4,16360,Roanoke College,2012-10-23,2012-10-26,Likely Voters,638,Live Phone,Nonpartisan,None,11,2012_16360_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,47,2,1,16229,Washington Post,2012-10-22,2012-10-26,Likely Voters,1228,Live Phone,Nonpartisan,None,11,2012_16229_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,48,NA,NA,16210,JZ Analytics/Newsmax,2012-10-23,2012-10-25,Likely Voters,834,Internet,Sponsor,Rep,12,2012_16210_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,47,7,NA,16207,Purple Strategies,2012-10-23,2012-10-25,Likely Voters,600,IVR/Online,Nonpartisan,None,12,2012_16207_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,50,1,NA,16149,Rasmussen,2012-10-24,2012-10-24,Likely Voters,750,Automated Phone,Nonpartisan,None,13,2012_16149_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,44,46,7,2,16173,FOX,2012-10-23,2012-10-24,Likely Voters,1126,Live Phone,Nonpartisan,None,13,2012_16173_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,46,3,NA,16132,PPP (D-Health Care for America Now),2012-10-23,2012-10-24,Likely Voters,722,Automated Phone,Sponsor,Dem,13,2012_16132_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,46,45,8,NA,16097,Mellman (D-Americans United for Change),2012-10-18,2012-10-21,Likely Voters,800,Live Phone,Sponsor,Dem,16,2012_16097_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,49,3,NA,16042,Wenzel Strategies (R-Citizens United),2012-10-19,2012-10-20,Likely Voters,1000,Live Phone,Sponsor,Rep,17,2012_16042_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,47,4,NA,15980,PPP (D-Health Care for America Now),2012-10-18,2012-10-19,Likely Voters,500,Automated Phone,Sponsor,Dem,18,2012_15980_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,50,2,NA,15972,Rasmussen,2012-10-18,2012-10-18,Likely Voters,750,Automated Phone,Nonpartisan,None,19,2012_15972_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,50,43,3,3,16108,ODU/Virginian-Pilot,2012-09-19,2012-10-17,Likely Voters,465,Live Phone,Nonpartisan,None,20,2012_16108_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,48,NA,NA,15923,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,733,Automated Phone,Sponsor,Dem,21,2012_15923_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,46,3,4,16030,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep,22,2012_16030_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,48,4,1,15784,ARG,2012-10-12,2012-10-14,Likely Voters,600,Live Phone,Nonpartisan,None,23,2012_15784_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,49,3,1,15745,Rasmussen,2012-10-11,2012-10-11,Likely Voters,750,Automated Phone,Nonpartisan,None,26,2012_15745_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,46,45,6,2,15845,YouGov,2012-10-04,2012-10-11,Likely Voters,742,Internet,Nonpartisan,None,26,2012_15845_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,44,51,4,1,15709,McLaughlin (R-Allen),2012-10-08,2012-10-09,Likely Voters,600,Live Phone,Sponsor,Rep,28,2012_15709_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,48,4,1,15679,NBC/WSJ/Marist,2012-10-07,2012-10-09,Likely Voters,981,Live Phone,Nonpartisan,None,28,2012_15679_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,46,3,1,15681,Quinnipiac/NYT/CBS,2012-10-04,2012-10-09,Likely Voters,1288,Live Phone,Nonpartisan,None,28,2012_15681_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,48,2,2,15724,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep,29,2012_15724_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,50,47,3,NA,15579,PPP (D),2012-10-04,2012-10-07,Likely Voters,725,Automated Phone,Pollster,Dem,30,2012_15579_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,49,3,NA,15541,Rasmussen,2012-10-04,2012-10-04,Likely Voters,500,Automated Phone,Nonpartisan,None,33,2012_15541_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,45,48,5,2,15540,We Ask America,2012-10-04,2012-10-04,Likely Voters,1200,Automated Phone,Nonpartisan,None,33,2012_15540_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,47,3,2,15727,Pulse Opinion Research/Let Freedom Ring (R),2012-10-01,2012-10-01,Likely Voters,1000,Automated Phone,Sponsor,Rep,36,2012_15727_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,46,5,1,15483,NBC/WSJ/Marist,2012-09-30,2012-10-01,Likely Voters,969,Live Phone,Nonpartisan,None,36,2012_15483_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,39,10,5,15466,Roanoke College,2012-09-19,2012-09-28,Likely Voters,589,Live Phone,Nonpartisan,None,39,2012_15466_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,47,3,1,15387,ARG,2012-09-24,2012-09-27,Likely Voters,600,Live Phone,Nonpartisan,None,40,2012_15387_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,46,44,8,2,15367,Suffolk/NBC12,2012-09-24,2012-09-26,Likely Voters,600,Live Phone,Nonpartisan,None,41,2012_15367_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,43,8,NA,15394,PPP (D)/NRDC,2012-09-17,2012-09-19,Likely Voters,2770,Automated Phone,Pollster,Dem,48,2012_15394_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,46,43,11,NA,15202,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None,48,2012_15202_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,42,6,3,15148,FOX,2012-09-16,2012-09-18,Likely Voters,1006,Live Phone,Nonpartisan,None,49,2012_15148_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,46,5,1,15122,We Ask America,2012-09-17,2012-09-17,Likely Voters,1238,Automated Phone,Nonpartisan,None,50,2012_15122_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,50,46,3,1,15119,Quinnipiac/NYT/CBS,2012-09-11,2012-09-17,Likely Voters,1474,Live Phone,Nonpartisan,None,50,2012_15119_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,46,3,NA,15072,PPP (D),2012-09-13,2012-09-16,Likely Voters,1021,Automated Phone,Pollster,Dem,51,2012_15072_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,52,44,NA,NA,15106,Washington Post,2012-09-12,2012-09-16,Likely Voters,847,Live Phone,Nonpartisan,None,51,2012_15106_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,44,6,2,15164,YouGov,2012-09-07,2012-09-14,Likely Voters,1047,Internet,Nonpartisan,None,53,2012_15164_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,48,2,1,15044,Rasmussen,2012-09-13,2012-09-13,Likely Voters,500,Automated Phone,Nonpartisan,None,54,2012_15044_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,44,5,2,15029,NBC/WSJ/Marist,2012-09-09,2012-09-11,Likely Voters,996,Live Phone,Nonpartisan,None,56,2012_15029_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,44,49,7,NA,14971,Gravis Marketing,2012-09-08,2012-09-09,Likely Voters,2238,Automated Phone,Nonpartisan,None,58,2012_14971_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,47,3,3,14789,Rasmussen,2012-08-23,2012-08-23,Likely Voters,500,Automated Phone,Nonpartisan,None,75,2012_14789_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,50,45,5,NA,14717,PPP (D),2012-08-16,2012-08-19,Likely Voters,855,Automated Phone,Pollster,Dem,79,2012_14717_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,45,48,8,NA,14666,Purple Strategies,2012-08-13,2012-08-14,Likely Voters,600,Automated Phone,Nonpartisan,None,84,2012_14666_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,46,3,2,14594,Rasmussen,2012-08-07,2012-08-07,Likely Voters,500,Automated Phone,Nonpartisan,None,91,2012_14594_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,45,5,1,14585,Quinnipiac/NYT/CBS,2012-07-31,2012-08-06,Likely Voters,1412,Live Phone,Nonpartisan,None,92,2012_14585_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,46,3,3,14375,Rasmussen,2012-07-16,2012-07-17,Likely Voters,500,Automated Phone,Nonpartisan,None,112,2012_14375_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,44,44,10,2,14383,Quinnipiac,2012-07-11,2012-07-16,Registered Voters,1673,Live Phone,Nonpartisan,None,113,2012_14383_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,46,44,10,NA,14356,Purple Strategies,2012-07-09,2012-07-13,Likely Voters,600,Automated Phone,Nonpartisan,None,116,2012_14356_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,50,42,8,NA,14286,PPP (D),2012-07-05,2012-07-08,Registered Voters,647,Automated Phone,Pollster,Dem,121,2012_14286_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,46,43,NA,NA,14324,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,810,Live Phone,Sponsor,Dem,126,2012_14324_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,43,48,9,NA,14173,We Ask America,2012-06-25,2012-06-25,Likely Voters,1106,Automated Phone,Nonpartisan,None,134,2012_14173_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,42,8,1,14194,ODU/Virginian-Pilot,2012-05-16,2012-06-15,Registered Voters,776,Live Phone,Nonpartisan,None,144,2012_14194_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,46,5,NA,14035,Purple Strategies,2012-05-31,2012-06-05,Likely Voters,600,Automated Phone,Nonpartisan,None,154,2012_14035_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,42,8,3,14020,Quinnipiac,2012-05-30,2012-06-04,Registered Voters,1282,Live Phone,Nonpartisan,None,155,2012_14020_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,47,3,3,14001,Rasmussen,2012-06-03,2012-06-03,Likely Voters,500,Automated Phone,Nonpartisan,None,156,2012_14001_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,44,7,1,13893,NBC/Marist,2012-05-17,2012-05-20,Registered Voters,1076,Live Phone,Nonpartisan,None,170,2012_13893_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,44,2,3,13686,Washington Post,2012-04-28,2012-05-02,Registered Voters,964,Live Phone,Nonpartisan,None,188,2012_13686_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,43,6,NA,13657,PPP (D),2012-04-26,2012-04-29,Registered Voters,680,Automated Phone,Pollster,Dem,191,2012_13657_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,44,45,5,6,13612,Rasmussen,2012-04-23,2012-04-23,Likely Voters,500,Automated Phone,Nonpartisan,None,197,2012_13612_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,48,46,6,NA,13620,Purple Strategies,2012-04-19,2012-04-23,Likely Voters,600,Automated Phone,Nonpartisan,None,197,2012_13620_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,40,46,NA,NA,13494,Roanoke College,2012-03-26,2012-04-05,Registered Voters,537,Live Phone,Nonpartisan,None,215,2012_13494_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,51,42,4,4,13295,Rasmussen,2012-03-20,2012-03-20,Likely Voters,500,Automated Phone,Nonpartisan,None,231,2012_13295_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,50,42,3,1,13274,Quinnipiac,2012-03-13,2012-03-18,Registered Voters,1034,Live Phone,Nonpartisan,None,233,2012_13274_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,52,35,12,NA,13121,NBC/Marist,2012-02-29,2012-03-02,Registered Voters,1273,Live Phone,Nonpartisan,None,249,2012_13121_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,42,43,16,NA,13080,Roanoke College,2012-02-13,2012-02-26,Adults,607,Live Phone,Nonpartisan,None,254,2012_13080_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,49,43,3,5,13152,Rasmussen,2012-02-21,2012-02-21,Likely Voters,500,Automated Phone,Nonpartisan,None,259,2012_13152_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,43,46,4,7,13153,Christopher Newport /Times Dispatch,2012-02-04,2012-02-13,Registered Voters,1018,Live Phone,Nonpartisan,None,267,2012_13153_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,47,43,8,1,12745,Quinnipiac,2012-02-01,2012-02-06,Registered Voters,1544,Live Phone,Nonpartisan,None,274,2012_12745_virginia
2012-virginia-president-romney-vs-obama,2012,virginia,45,44,11,NA,12872,Mason-Dixon,2012-01-16,2012-01-18,Likely Voters,625,Live Phone,Nonpartisan,None,293,2012_12872_virginia
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,46,NA,NA,16660,Gravis Marketing,2012-11-04,2012-11-04,Likely Voters,1060,Automated Phone,Nonpartisan,None,2,2012_16660_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,47,NA,2,16628,Angus-Reid,2012-11-02,2012-11-04,Likely Voters,479,Internet,Nonpartisan,None,2,2012_16628_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,46,1,NA,16529,PPP (D),2012-11-02,2012-11-03,Likely Voters,790,Automated Phone,Pollster,Dem,3,2012_16529_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,46,3,2,16559,Muhlenberg,2012-11-01,2012-11-03,Likely Voters,430,Live Phone,Nonpartisan,None,3,2012_16559_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,44,3,1,16581,YouGov,2012-10-31,2012-11-03,Likely Voters,1273,Internet,Nonpartisan,None,3,2012_16581_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,47,NA,NA,16537,Susquehanna (R)/Pittsburgh Tribune-Review,2012-10-29,2012-10-31,Likely Voters,800,Automated Phone,Pollster,Rep,6,2012_16537_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,46,3,2,16604,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,2012-10-30,Likely Voters,1000,Automated Phone,Sponsor,Rep,7,2012_16604_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,45,4,2,16348,Franklin and Marshall College,2012-10-23,2012-10-28,Likely Voters,547,Live Phone,Nonpartisan,None,9,2012_16348_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,43,7,NA,16212,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Nonpartisan,None,12,2012_16212_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,46,2,1,16155,Rasmussen,2012-10-24,2012-10-24,Likely Voters,500,Automated Phone,Nonpartisan,None,13,2012_16155_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,45,6,NA,16045,Gravis Marketing,2012-10-21,2012-10-21,Likely Voters,887,Automated Phone,Nonpartisan,None,16,2012_16045_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,46,NA,NA,16252,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,760,Live Phone,Nonpartisan,None,16,2012_16252_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,45,3,2,16015,Muhlenberg,2012-10-17,2012-10-21,Likely Voters,444,Live Phone,Nonpartisan,None,16,2012_16015_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,52,42,NA,6,16018,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,511,Internet,Nonpartisan,None,17,2012_16018_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,48,44,5,3,16029,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep,22,2012_16029_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,50,46,3,1,15818,Quinnipiac,2012-10-12,2012-10-14,Likely Voters,1519,Live Phone,Nonpartisan,None,23,2012_15818_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,44,6,NA,15801,PPP (D),2012-10-12,2012-10-14,Likely Voters,500,Automated Phone,Pollster,Dem,23,2012_15801_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,49,45,3,3,15800,Muhlenberg,2012-10-10,2012-10-14,Likely Voters,438,Live Phone,Nonpartisan,None,23,2012_15800_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,45,49,2,3,15940,Susquehanna (R - Republican State Committee of Pennsylvania),2012-10-11,2012-10-13,Likely Voters,1376,Automated Phone,Sponsor,Rep,24,2012_15940_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,44,4,1,15858,YouGov,2012-10-04,2012-10-11,Likely Voters,966,Internet,Nonpartisan,None,26,2012_15858_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,51,46,1,1,15654,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None,28,2012_15654_pennsylvania
2012-pennsylvania-president-romney-vs-obama,2012,pennsylvania,47,45,NA,NA,15703,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep,29,2012_15703_pennsylvania
