poll_info,Obama,Romney,Undecided,Other,poll_id,pollster,start_date,end_date,sample_subpopulation,sample_size,mode,partisanship,partisan_affiliation
2012-wisconsin-president-romney-vs-obama,47,44,8,2,15994,Grove Insight (D-Project New America),2012-10-17,2012-10-18,Likely Voters,500,Live Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,48,46,,Not included in poll,16127,Mason-Dixon,2012-10-15,2012-10-17,Likely Voters,625,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,45,3,1,15938,NBC/WSJ/Marist,2012-10-15,2012-10-17,Likely Voters,1013,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,47,2,1,16079,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-wisconsin-president-romney-vs-obama,49,48,2,Not included in poll,15886,Marquette Law School,2012-10-11,2012-10-14,Likely Voters,870,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,47,2,Not included in poll,15850,YouGov,2012-10-04,2012-10-11,Likely Voters,638,Internet,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,49,,Not included in poll,15660,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,47,3,Not included in poll,15682,Quinnipiac/NYT/CBS,2012-10-04,2012-10-09,Likely Voters,1327,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,46,2,2,15721,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-wisconsin-president-romney-vs-obama,49,47,3,Not included in poll,15566,PPP (D),2012-10-04,2012-10-06,Likely Voters,979,Automated Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,51,44,2,3,15725,Pulse Opinion Research/Let Freedom Ring (R),2012-10-01,2012-10-01,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-wisconsin-president-romney-vs-obama,49,39,11,Not included in poll,15492,JZ Analytics,2012-09-29,2012-09-30,Likely Voters,414,Internet,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,53,42,3,Not included in poll,15500,Marquette Law School,2012-09-27,2012-09-30,Likely Voters,894,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,53,41,5,1,15258,We Ask America,2012-09-20,2012-09-23,Likely Voters,1238,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,52,45,3,Not included in poll,15168,PPP (D),2012-09-18,2012-09-19,Likely Voters,842,Automated Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,50,45,4,1,15192,NBC/WSJ/Marist,2012-09-16,2012-09-18,Likely Voters,968,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,46,2,2,15170,Rasmussen,2012-09-17,2012-09-17,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,45,3,1,15118,Quinnipiac/NYT/CBS,2012-09-11,2012-09-17,Likely Voters,1485,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,54,40,5,Not included in poll,15139,Marquette Law School,2012-09-13,2012-09-16,Likely Voters,601,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,48,47,4,1,15165,YouGov,2012-09-07,2012-09-14,Likely Voters,753,Internet,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,48,4,Not included in poll,15084,PPP (D-Democracy for America),2012-09-12,2012-09-13,Likely Voters,959,Automated Phone,Sponsor,Dem
2012-wisconsin-president-romney-vs-obama,49,47,3,1,14740,Quinnipiac/NYT/CBS,2012-08-15,2012-08-21,Likely Voters,1190,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,46,4,Not included in poll,14731,Marquette Law School,2012-08-16,2012-08-19,Likely Voters,576,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,47,48,5,Not included in poll,14711,PPP (D),2012-08-16,2012-08-19,Likely Voters,1308,Automated Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,47,48,2,3,14672,Rasmussen,2012-08-15,2012-08-15,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,45,,Not included in poll,14681,CNN,2012-08-13,2012-08-14,Registered Voters,920,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,45,4,Not included in poll,14586,Quinnipiac/NYT/CBS,2012-07-31,2012-08-06,Likely Voters,1428,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,45,,Not included in poll,14599,Marquette Law School,2012-08-02,2012-08-05,Likely Voters,1188,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,46,4,2,14477,Rasmussen,2012-07-25,2012-07-25,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,42,9,Not included in poll,14386,We Ask America,2012-07-17,2012-07-18,Likely Voters,1162,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,43,6,Not included in poll,14306,Marquette Law School,2012-07-05,2012-07-08,Likely Voters,810,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,44,6,Not included in poll,14298,PPP (D),2012-07-05,2012-07-08,Likely Voters,1057,Automated Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,49,43,,Not included in poll,14140,Marquette Law School,2012-06-13,2012-06-16,Likely Voters,594,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,44,47,4,5,14083,Rasmussen,2012-06-12,2012-06-12,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,48,43,9,Not included in poll,14024,We Ask America,2012-06-03,2012-06-03,Likely Voters,1270,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,43,6,Not included in poll,13954,Marquette Law School,2012-05-23,2012-05-26,Likely Voters,600,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,43,4,4,13890,St Norbert,2012-05-17,2012-05-22,Likely Voters,406,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,46,36,12,6,13888,Reason/Rupe,2012-05-14,2012-05-20,Likely Voters,609,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,47,46,7,Not included in poll,13807,DailyKos/PPP (D),2012-05-11,2012-05-13,Registered Voters,851,Automated Phone,Sponsor,Dem
2012-wisconsin-president-romney-vs-obama,46,46,8,Not included in poll,13815,Marquette Law School,2012-05-09,2012-05-12,Likely Voters,600,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,49,45,2,4,13765,Rasmussen,2012-05-09,2012-05-09,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,51,42,,Not included in poll,13671,Marquette Law School,2012-04-26,2012-04-29,Registered Voters,705,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,50,44,6,Not included in poll,13535,DailyKos/PPP (D),2012-04-13,2012-04-15,Likely Voters,1136,Automated Phone,Sponsor,Dem
2012-wisconsin-president-romney-vs-obama,52,41,2,6,13375,Rasmussen,2012-03-27,2012-03-27,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,52,35,13,Not included in poll,13384,NBC/Marist,2012-03-26,2012-03-27,Registered Voters,1391,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,48,43,10,Not included in poll,13348,Marquette Law School,2012-03-22,2012-03-25,Registered Voters,707,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,47,42,5,5,13079,Rasmussen,2012-02-27,2012-02-27,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,53,39,8,Not included in poll,13389,PPP (D),2012-02-23,2012-02-26,Registered Voters,900,Live Phone,Pollster,Dem
2012-wisconsin-president-romney-vs-obama,53,38,6,Not included in poll,13156,Marquette Law School,2012-02-16,2012-02-19,Registered Voters,716,Live Phone,Nonpartisan,None
2012-wisconsin-president-romney-vs-obama,48,40,,Not included in poll,12632,Marquette Law School,2012-01-19,2012-01-22,Registered Voters,701,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,46,5,2,16664,Ipsos/Reuters (Web),2012-11-03,2012-11-05,Likely Voters,828,Internet,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,50,1,1,16620,Rasmussen,2012-11-04,2012-11-04,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,47,1,Not included in poll,16608,PPP (D),2012-11-03,2012-11-04,Likely Voters,975,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,52,44,4,Not included in poll,16653,JZ Analytics/Newsmax,2012-11-02,2012-11-04,Likely Voters,814,Internet,Sponsor,Rep
2012-virginia-president-romney-vs-obama,48,46,5,2,16578,YouGov,2012-10-31,2012-11-03,Likely Voters,1497,Internet,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,47,3,1,16614,NBC/WSJ/Marist,2012-11-01,2012-11-02,Likely Voters,1165,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,45,2,5,16478,Ipsos/Reuters (Web),2012-10-31,2012-11-02,Likely Voters,1065,Internet,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,45,4,1,16642,Mellman (D-Americans United for Change),2012-10-30,2012-11-02,Likely Voters,800,Live Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,49,48,,4,16474,We Ask America,2012-10-30,2012-11-01,Likely Voters,1069,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,46,4,Not included in poll,16391,PPP (D-Health Care for America Now),2012-10-30,2012-10-31,Likely Voters,600,Automated Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,49,48,3,1,16603,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,2012-10-30,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-virginia-president-romney-vs-obama,47,48,6,Not included in poll,16403,JZ Analytics/Newsmax,2012-10-28,2012-10-30,Likely Voters,800,Internet,Sponsor,Rep
2012-virginia-president-romney-vs-obama,49,47,3,1,16351,Quinnipiac/NYT/CBS,2012-10-23,2012-10-28,Likely Voters,1074,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,46,,Not included in poll,16264,Garin-Hart-Yang (D-Priorities USA Action),2012-10-25,2012-10-27,Likely Voters,807,Live Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,48,48,4,Not included in poll,16292,Gravis Marketing,2012-10-26,2012-10-26,Likely Voters,645,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,44,50,3,4,16360,Roanoke College,2012-10-23,2012-10-26,Likely Voters,638,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,47,2,1,16229,Washington Post,2012-10-22,2012-10-26,Likely Voters,1228,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,48,,Not included in poll,16210,JZ Analytics/Newsmax,2012-10-23,2012-10-25,Likely Voters,834,Internet,Sponsor,Rep
2012-virginia-president-romney-vs-obama,47,47,7,Not included in poll,16207,Purple Strategies,2012-10-23,2012-10-25,Likely Voters,600,IVR/Online,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,50,1,Not included in poll,16149,Rasmussen,2012-10-24,2012-10-24,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,44,46,7,2,16173,FOX,2012-10-23,2012-10-24,Likely Voters,1126,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,46,3,Not included in poll,16132,PPP (D-Health Care for America Now),2012-10-23,2012-10-24,Likely Voters,722,Automated Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,46,45,8,Not included in poll,16097,Mellman (D-Americans United for Change),2012-10-18,2012-10-21,Likely Voters,800,Live Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,47,49,3,Not included in poll,16042,Wenzel Strategies (R-Citizens United),2012-10-19,2012-10-20,Likely Voters,1000,Live Phone,Sponsor,Rep
2012-virginia-president-romney-vs-obama,49,47,4,Not included in poll,15980,PPP (D-Health Care for America Now),2012-10-18,2012-10-19,Likely Voters,500,Automated Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,47,50,2,Not included in poll,15972,Rasmussen,2012-10-18,2012-10-18,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,50,43,3,3,16108,ODU/Virginian-Pilot,2012-09-19,2012-10-17,Likely Voters,465,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,48,,Not included in poll,15923,PPP (D-LCV),2012-10-15,2012-10-16,Likely Voters,733,Automated Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,47,46,3,4,16030,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-virginia-president-romney-vs-obama,47,48,4,1,15784,ARG,2012-10-12,2012-10-14,Likely Voters,600,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,49,3,1,15745,Rasmussen,2012-10-11,2012-10-11,Likely Voters,750,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,46,45,6,2,15845,YouGov,2012-10-04,2012-10-11,Likely Voters,742,Internet,Nonpartisan,None
2012-virginia-president-romney-vs-obama,44,51,4,1,15709,McLaughlin (R-Allen),2012-10-08,2012-10-09,Likely Voters,600,Live Phone,Sponsor,Rep
2012-virginia-president-romney-vs-obama,47,48,4,1,15679,NBC/WSJ/Marist,2012-10-07,2012-10-09,Likely Voters,981,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,46,3,1,15681,Quinnipiac/NYT/CBS,2012-10-04,2012-10-09,Likely Voters,1288,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,48,2,2,15724,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-virginia-president-romney-vs-obama,50,47,3,Not included in poll,15579,PPP (D),2012-10-04,2012-10-07,Likely Voters,725,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,48,49,3,Not included in poll,15541,Rasmussen,2012-10-04,2012-10-04,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,45,48,5,2,15540,We Ask America,2012-10-04,2012-10-04,Likely Voters,1200,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,47,3,2,15727,Pulse Opinion Research/Let Freedom Ring (R),2012-10-01,2012-10-01,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-virginia-president-romney-vs-obama,48,46,5,1,15483,NBC/WSJ/Marist,2012-09-30,2012-10-01,Likely Voters,969,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,39,10,5,15466,Roanoke College,2012-09-19,2012-09-28,Likely Voters,589,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,47,3,1,15387,ARG,2012-09-24,2012-09-27,Likely Voters,600,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,46,44,8,2,15367,Suffolk/NBC12,2012-09-24,2012-09-26,Likely Voters,600,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,43,8,Not included in poll,15394,PPP (D)/NRDC,2012-09-17,2012-09-19,Likely Voters,2770,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,46,43,11,Not included in poll,15202,Purple Strategies,2012-09-15,2012-09-19,Likely Voters,600,IVR/Online,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,42,6,3,15148,FOX,2012-09-16,2012-09-18,Likely Voters,1006,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,46,5,1,15122,We Ask America,2012-09-17,2012-09-17,Likely Voters,1238,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,50,46,3,1,15119,Quinnipiac/NYT/CBS,2012-09-11,2012-09-17,Likely Voters,1474,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,46,3,Not included in poll,15072,PPP (D),2012-09-13,2012-09-16,Likely Voters,1021,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,52,44,,Not included in poll,15106,Washington Post,2012-09-12,2012-09-16,Likely Voters,847,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,44,6,2,15164,YouGov,2012-09-07,2012-09-14,Likely Voters,1047,Internet,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,48,2,1,15044,Rasmussen,2012-09-13,2012-09-13,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,44,5,2,15029,NBC/WSJ/Marist,2012-09-09,2012-09-11,Likely Voters,996,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,44,49,7,Not included in poll,14971,Gravis Marketing,2012-09-08,2012-09-09,Likely Voters,2238,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,47,3,3,14789,Rasmussen,2012-08-23,2012-08-23,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,50,45,5,Not included in poll,14717,PPP (D),2012-08-16,2012-08-19,Likely Voters,855,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,45,48,8,Not included in poll,14666,Purple Strategies,2012-08-13,2012-08-14,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,46,3,2,14594,Rasmussen,2012-08-07,2012-08-07,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,45,5,1,14585,Quinnipiac/NYT/CBS,2012-07-31,2012-08-06,Likely Voters,1412,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,46,3,3,14375,Rasmussen,2012-07-16,2012-07-17,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,44,44,10,2,14383,Quinnipiac,2012-07-11,2012-07-16,Registered Voters,1673,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,46,44,10,Not included in poll,14356,Purple Strategies,2012-07-09,2012-07-13,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,50,42,8,Not included in poll,14286,PPP (D),2012-07-05,2012-07-08,Registered Voters,647,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,46,43,,Not included in poll,14324,Garin-Hart-Yang (D-Priorities USA),2012-06-25,2012-07-03,Likely Voters,810,Live Phone,Sponsor,Dem
2012-virginia-president-romney-vs-obama,43,48,9,Not included in poll,14173,We Ask America,2012-06-25,2012-06-25,Likely Voters,1106,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,42,8,1,14194,ODU/Virginian-Pilot,2012-05-16,2012-06-15,Registered Voters,776,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,46,5,Not included in poll,14035,Purple Strategies,2012-05-31,2012-06-05,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,42,8,3,14020,Quinnipiac,2012-05-30,2012-06-04,Registered Voters,1282,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,47,3,3,14001,Rasmussen,2012-06-03,2012-06-03,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,44,7,1,13893,NBC/Marist,2012-05-17,2012-05-20,Registered Voters,1076,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,44,2,3,13686,Washington Post,2012-04-28,2012-05-02,Registered Voters,964,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,43,6,Not included in poll,13657,PPP (D),2012-04-26,2012-04-29,Registered Voters,680,Automated Phone,Pollster,Dem
2012-virginia-president-romney-vs-obama,44,45,5,6,13612,Rasmussen,2012-04-23,2012-04-23,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,48,46,6,Not included in poll,13620,Purple Strategies,2012-04-19,2012-04-23,Likely Voters,600,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,40,46,,Not included in poll,13494,Roanoke College,2012-03-26,2012-04-05,Registered Voters,537,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,51,42,4,4,13295,Rasmussen,2012-03-20,2012-03-20,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,50,42,3,1,13274,Quinnipiac,2012-03-13,2012-03-18,Registered Voters,1034,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,52,35,12,Not included in poll,13121,NBC/Marist,2012-02-29,2012-03-02,Registered Voters,1273,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,42,43,16,Not included in poll,13080,Roanoke College,2012-02-13,2012-02-26,Adults,607,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,49,43,3,5,13152,Rasmussen,2012-02-21,2012-02-21,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,43,46,4,7,13153,Christopher Newport /Times Dispatch,2012-02-04,2012-02-13,Registered Voters,1018,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,47,43,8,1,12745,Quinnipiac,2012-02-01,2012-02-06,Registered Voters,1544,Live Phone,Nonpartisan,None
2012-virginia-president-romney-vs-obama,45,44,11,Not included in poll,12872,Mason-Dixon,2012-01-16,2012-01-18,Likely Voters,625,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,46,,Not included in poll,16660,Gravis Marketing,2012-11-04,2012-11-04,Likely Voters,1060,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,51,47,,2,16628,Angus-Reid,2012-11-02,2012-11-04,Likely Voters,479,Internet,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,52,46,1,Not included in poll,16529,PPP (D),2012-11-02,2012-11-03,Likely Voters,790,Automated Phone,Pollster,Dem
2012-pennsylvania-president-romney-vs-obama,49,46,3,2,16559,Muhlenberg,2012-11-01,2012-11-03,Likely Voters,430,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,52,44,3,1,16581,YouGov,2012-10-31,2012-11-03,Likely Voters,1273,Internet,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,47,,Not included in poll,16537,Susquehanna (R)/Pittsburgh Tribune-Review,2012-10-29,2012-10-31,Likely Voters,800,Automated Phone,Pollster,Rep
2012-pennsylvania-president-romney-vs-obama,49,46,3,2,16604,Pulse Opinion Research/Let Freedom Ring (R),2012-10-30,2012-10-30,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-pennsylvania-president-romney-vs-obama,49,45,4,2,16348,Franklin and Marshall College,2012-10-23,2012-10-28,Likely Voters,547,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,43,7,Not included in poll,16212,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-23,2012-10-25,Likely Voters,600,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,51,46,2,1,16155,Rasmussen,2012-10-24,2012-10-24,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,48,45,6,Not included in poll,16045,Gravis Marketing,2012-10-21,2012-10-21,Likely Voters,887,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,46,,Not included in poll,16252,Pharos Research Group,2012-10-19,2012-10-21,Likely Voters,760,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,50,45,3,2,16015,Muhlenberg,2012-10-17,2012-10-21,Likely Voters,444,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,52,42,,6,16018,Angus-Reid,2012-10-18,2012-10-20,Likely Voters,511,Internet,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,48,44,5,3,16029,Pulse Opinion Research/Let Freedom Ring (R),2012-10-15,2012-10-15,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-pennsylvania-president-romney-vs-obama,50,46,3,1,15818,Quinnipiac,2012-10-12,2012-10-14,Likely Voters,1519,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,51,44,6,Not included in poll,15801,PPP (D),2012-10-12,2012-10-14,Likely Voters,500,Automated Phone,Pollster,Dem
2012-pennsylvania-president-romney-vs-obama,49,45,3,3,15800,Muhlenberg,2012-10-10,2012-10-14,Likely Voters,438,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,45,49,2,3,15940,Susquehanna (R - Republican State Committee of Pennsylvania),2012-10-11,2012-10-13,Likely Voters,1376,Automated Phone,Sponsor,Rep
2012-pennsylvania-president-romney-vs-obama,51,44,4,1,15858,YouGov,2012-10-04,2012-10-11,Likely Voters,966,Internet,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,51,46,1,1,15654,Rasmussen,2012-10-09,2012-10-09,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,45,,Not included in poll,15703,Pulse Opinion Research/Let Freedom Ring (R),2012-10-08,2012-10-08,Likely Voters,1000,Automated Phone,Sponsor,Rep
2012-pennsylvania-president-romney-vs-obama,50,42,8,Not included in poll,15692,Philadelphia Inquirer/National Research (R)/GSG (D),2012-10-04,2012-10-08,Likely Voters,600,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,45,4,3,15599,Susquehanna (R),2012-10-04,2012-10-06,Likely Voters,725,Live Phone,Pollster,Rep
2012-pennsylvania-president-romney-vs-obama,43,40,12,Not included in poll,15617,Siena,2012-10-01,2012-10-05,Likely Voters,545,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,49,42,5,4,15384,Muhlenberg,2012-09-22,2012-09-26,Likely Voters,427,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,54,42,2,1,15315,Quinnipiac/NYT/CBS,2012-09-18,2012-09-24,Likely Voters,1180,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,52,43,3,Not included in poll,15323,Franklin and Marshall College,2012-09-18,2012-09-23,Likely Voters,392,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,47,45,6,Not included in poll,15276,Susquehanna (R)/Tribune-Review,2012-09-18,2012-09-20,Likely Voters,800,Live Phone,Pollster,Rep
2012-pennsylvania-president-romney-vs-obama,48,40,6,5,15264,Mercyhurst University,2012-09-12,2012-09-20,Likely Voters,522,Live Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,51,39,7,3,15232,Rasmussen,2012-09-19,2012-09-19,Likely Voters,500,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,48,42,9,1,15157,We Ask America,2012-09-18,2012-09-18,Likely Voters,1214,Automated Phone,Nonpartisan,None
2012-pennsylvania-president-romney-vs-obama,52,40,8,Not included in poll,15398,PPP (D)/NRDC,2012-09-17,2012-09-18,Likely Voters,2051,Automated Phone,Pollster,Dem
2012-pennsylvania-president-romney-vs-obama,48,47,3,1,15203,Susquehanna (R-Republican State Committee of Pennsylvania),2012-09-15,2012-09-17,Likely Voters,800,Live Phone,Pollster,Rep
2012-pennsylvania-president-romney-vs-obama,50,41,4,5,15114,Muhlenberg,2012-09-10,2012-09-16,Likely Voters,640,Live Phone,Nonpartisan,None
